sales_id,date_key,product_id,customer_id,quantity_sold,unit_price,unit_cost,discount_pct,discount_amount,gross_revenue,net_revenue,total_cost,profit,profit_margin_pct,order_number
8375,178,4,39,6,250,170,5,12.5,1500,1487.5,1020,467.5,31.428571428571427,ORD-8374
8376,77,2,41,18,150,100,0,0.0,2700,2700.0,1800,900.0,33.33333333333333,ORD-8375
8377,188,5,12,13,130,90,10,13.0,1690,1677.0,1170,507.0,30.23255813953488,ORD-8376
8378,15,4,57,15,250,170,5,12.5,3750,3737.5,2550,1187.5,31.77257525083612,ORD-8377
8379,292,1,47,6,120,80,5,6.0,720,714.0,480,234.0,32.773109243697476,ORD-8378
8380,319,3,15,11,220,150,10,22.0,2420,2398.0,1650,748.0,31.19266055045872,ORD-8379
8381,325,4,28,8,250,170,10,25.0,2000,1975.0,1360,615.0,31.139240506329113,ORD-8380
8382,214,4,56,14,250,170,0,0.0,3500,3500.0,2380,1120.0,32.0,ORD-8381
8383,208,4,21,13,250,170,0,0.0,3250,3250.0,2210,1040.0,32.0,ORD-8382
8384,169,1,16,2,120,80,10,12.0,240,228.0,160,68.0,29.82456140350877,ORD-8383
8385,330,1,23,1,120,80,10,12.0,120,108.0,80,28.0,25.925925925925924,ORD-8384
8386,280,4,52,5,250,170,5,12.5,1250,1237.5,850,387.5,31.313131313131315,ORD-8385
8387,305,4,26,11,250,170,5,12.5,2750,2737.5,1870,867.5,31.689497716894977,ORD-8386
8388,146,2,15,10,150,100,5,7.5,1500,1492.5,1000,492.5,32.99832495812395,ORD-8387
8389,263,3,37,12,220,150,0,0.0,2640,2640.0,1800,840.0,31.818181818181817,ORD-8388
8390,4,5,12,10,130,90,5,6.5,1300,1293.5,900,393.5,30.421337456513335,ORD-8389
8391,90,5,4,9,130,90,10,13.0,1170,1157.0,810,347.0,29.99135695764909,ORD-8390
8392,60,5,35,2,130,90,5,6.5,260,253.5,180,73.5,28.994082840236686,ORD-8391
8393,311,1,31,4,120,80,10,12.0,480,468.0,320,148.0,31.62393162393162,ORD-8392
8394,16,1,27,4,120,80,10,12.0,480,468.0,320,148.0,31.62393162393162,ORD-8393
8395,227,2,32,6,150,100,0,0.0,900,900.0,600,300.0,33.33333333333333,ORD-8394
8396,29,1,33,12,120,80,0,0.0,1440,1440.0,960,480.0,33.33333333333333,ORD-8395
8397,151,4,13,7,250,170,5,12.5,1750,1737.5,1190,547.5,31.510791366906478,ORD-8396
8398,245,3,37,19,220,150,5,11.0,4180,4169.0,2850,1319.0,31.63828256176541,ORD-8397
8399,270,3,44,2,220,150,5,11.0,440,429.0,300,129.0,30.069930069930066,ORD-8398
8400,79,3,2,19,220,150,0,0.0,4180,4180.0,2850,1330.0,31.818181818181817,ORD-8399
8401,289,3,38,4,220,150,10,22.0,880,858.0,600,258.0,30.069930069930066,ORD-8400
8402,153,5,37,3,130,90,10,13.0,390,377.0,270,107.0,28.381962864721483,ORD-8401
8403,277,5,59,4,130,90,0,0.0,520,520.0,360,160.0,30.76923076923077,ORD-8402
8404,279,4,50,14,250,170,5,12.5,3500,3487.5,2380,1107.5,31.756272401433694,ORD-8403
8405,57,2,56,6,150,100,0,0.0,900,900.0,600,300.0,33.33333333333333,ORD-8404
8406,186,1,5,6,120,80,10,12.0,720,708.0,480,228.0,32.20338983050847,ORD-8405
8407,93,1,18,9,120,80,0,0.0,1080,1080.0,720,360.0,33.33333333333333,ORD-8406
8408,276,5,48,5,130,90,0,0.0,650,650.0,450,200.0,30.76923076923077,ORD-8407
8409,158,3,17,7,220,150,10,22.0,1540,1518.0,1050,468.0,30.8300395256917,ORD-8408
8410,275,4,2,13,250,170,0,0.0,3250,3250.0,2210,1040.0,32.0,ORD-8409
8411,181,2,49,1,150,100,0,0.0,150,150.0,100,50.0,33.33333333333333,ORD-8410
8412,359,5,42,2,130,90,0,0.0,260,260.0,180,80.0,30.76923076923077,ORD-8411
8413,77,4,58,10,250,170,5,12.5,2500,2487.5,1700,787.5,31.65829145728643,ORD-8412
8414,151,4,35,6,250,170,10,25.0,1500,1475.0,1020,455.0,30.847457627118647,ORD-8413
8415,238,5,14,4,130,90,5,6.5,520,513.5,360,153.5,29.892891918208374,ORD-8414
8416,289,4,51,8,250,170,10,25.0,2000,1975.0,1360,615.0,31.139240506329113,ORD-8415
8417,231,3,12,14,220,150,10,22.0,3080,3058.0,2100,958.0,31.32766514061478,ORD-8416
8418,18,4,58,16,250,170,10,25.0,4000,3975.0,2720,1255.0,31.572327044025155,ORD-8417
8419,73,2,33,15,150,100,0,0.0,2250,2250.0,1500,750.0,33.33333333333333,ORD-8418
8420,189,4,7,13,250,170,5,12.5,3250,3237.5,2210,1027.5,31.73745173745174,ORD-8419
8421,17,1,58,12,120,80,10,12.0,1440,1428.0,960,468.0,32.773109243697476,ORD-8420
8422,19,4,39,7,250,170,5,12.5,1750,1737.5,1190,547.5,31.510791366906478,ORD-8421
8423,219,5,45,15,130,90,5,6.5,1950,1943.5,1350,593.5,30.53768973501415,ORD-8422
8424,326,1,9,6,120,80,5,6.0,720,714.0,480,234.0,32.773109243697476,ORD-8423
8425,120,5,5,14,130,90,5,6.5,1820,1813.5,1260,553.5,30.52109181141439,ORD-8424
8426,101,2,4,15,150,100,0,0.0,2250,2250.0,1500,750.0,33.33333333333333,ORD-8425
8427,34,3,32,11,220,150,0,0.0,2420,2420.0,1650,770.0,31.818181818181817,ORD-8426
8428,84,2,5,4,150,100,10,15.0,600,585.0,400,185.0,31.62393162393162,ORD-8427
8429,196,1,56,5,120,80,10,12.0,600,588.0,400,188.0,31.97278911564626,ORD-8428
8430,330,3,56,2,220,150,0,0.0,440,440.0,300,140.0,31.818181818181817,ORD-8429
8431,202,4,60,15,250,170,10,25.0,3750,3725.0,2550,1175.0,31.543624161073826,ORD-8430
8432,344,1,52,10,120,80,0,0.0,1200,1200.0,800,400.0,33.33333333333333,ORD-8431
8433,341,3,44,4,220,150,5,11.0,880,869.0,600,269.0,30.95512082853855,ORD-8432
8434,11,5,8,8,130,90,5,6.5,1040,1033.5,720,313.5,30.333817126269956,ORD-8433
8435,347,3,13,11,220,150,0,0.0,2420,2420.0,1650,770.0,31.818181818181817,ORD-8434
8436,218,5,4,17,130,90,10,13.0,2210,2197.0,1530,667.0,30.35958124715521,ORD-8435
8437,253,5,52,7,130,90,10,13.0,910,897.0,630,267.0,29.76588628762542,ORD-8436
8438,222,3,11,11,220,150,0,0.0,2420,2420.0,1650,770.0,31.818181818181817,ORD-8437
8439,80,2,15,10,150,100,0,0.0,1500,1500.0,1000,500.0,33.33333333333333,ORD-8438
8440,7,2,56,1,150,100,5,7.5,150,142.5,100,42.5,29.82456140350877,ORD-8439
8441,272,5,46,8,130,90,10,13.0,1040,1027.0,720,307.0,29.892891918208374,ORD-8440
8442,227,1,18,5,120,80,5,6.0,600,594.0,400,194.0,32.659932659932664,ORD-8441
8443,16,3,20,13,220,150,0,0.0,2860,2860.0,1950,910.0,31.818181818181817,ORD-8442
8444,12,1,1,7,120,80,10,12.0,840,828.0,560,268.0,32.367149758454104,ORD-8443
8445,291,2,1,11,150,100,5,7.5,1650,1642.5,1100,542.5,33.02891933028919,ORD-8444
8446,241,1,11,12,120,80,10,12.0,1440,1428.0,960,468.0,32.773109243697476,ORD-8445
8447,21,4,29,14,250,170,10,25.0,3500,3475.0,2380,1095.0,31.510791366906478,ORD-8446
8448,178,4,29,12,250,170,0,0.0,3000,3000.0,2040,960.0,32.0,ORD-8447
8449,228,2,24,1,150,100,5,7.5,150,142.5,100,42.5,29.82456140350877,ORD-8448
8450,273,1,20,6,120,80,0,0.0,720,720.0,480,240.0,33.33333333333333,ORD-8449
8451,288,3,30,11,220,150,5,11.0,2420,2409.0,1650,759.0,31.506849315068493,ORD-8450
8452,297,2,38,11,150,100,0,0.0,1650,1650.0,1100,550.0,33.33333333333333,ORD-8451
8453,134,4,5,12,250,170,0,0.0,3000,3000.0,2040,960.0,32.0,ORD-8452
8454,283,2,45,1,150,100,0,0.0,150,150.0,100,50.0,33.33333333333333,ORD-8453
8455,153,1,10,6,120,80,5,6.0,720,714.0,480,234.0,32.773109243697476,ORD-8454
8456,66,1,6,13,120,80,0,0.0,1560,1560.0,1040,520.0,33.33333333333333,ORD-8455
8457,137,1,4,12,120,80,10,12.0,1440,1428.0,960,468.0,32.773109243697476,ORD-8456
8458,92,5,4,10,130,90,0,0.0,1300,1300.0,900,400.0,30.76923076923077,ORD-8457
8459,317,1,7,7,120,80,10,12.0,840,828.0,560,268.0,32.367149758454104,ORD-8458
8460,259,4,48,10,250,170,5,12.5,2500,2487.5,1700,787.5,31.65829145728643,ORD-8459
8461,103,4,33,18,250,170,10,25.0,4500,4475.0,3060,1415.0,31.620111731843576,ORD-8460
8462,55,5,9,6,130,90,10,13.0,780,767.0,540,227.0,29.595827900912646,ORD-8461
8463,257,4,26,8,250,170,10,25.0,2000,1975.0,1360,615.0,31.139240506329113,ORD-8462
8464,101,4,51,9,250,170,10,25.0,2250,2225.0,1530,695.0,31.235955056179776,ORD-8463
8465,198,2,52,16,150,100,10,15.0,2400,2385.0,1600,785.0,32.914046121593294,ORD-8464
8466,301,1,47,2,120,80,5,6.0,240,234.0,160,74.0,31.62393162393162,ORD-8465
8467,226,2,41,11,150,100,5,7.5,1650,1642.5,1100,542.5,33.02891933028919,ORD-8466
8468,237,2,21,19,150,100,5,7.5,2850,2842.5,1900,942.5,33.15743183817062,ORD-8467
8469,26,4,60,4,250,170,5,12.5,1000,987.5,680,307.5,31.139240506329113,ORD-8468
8470,121,3,52,3,220,150,5,11.0,660,649.0,450,199.0,30.662557781201848,ORD-8469
8471,182,1,60,15,120,80,5,6.0,1800,1794.0,1200,594.0,33.11036789297659,ORD-8470
8472,199,3,22,8,220,150,0,0.0,1760,1760.0,1200,560.0,31.818181818181817,ORD-8471
8473,302,4,33,4,250,170,10,25.0,1000,975.0,680,295.0,30.256410256410255,ORD-8472
8474,255,5,58,11,130,90,5,6.5,1430,1423.5,990,433.5,30.453108535300316,ORD-8473
8475,122,2,33,17,150,100,0,0.0,2550,2550.0,1700,850.0,33.33333333333333,ORD-8474
8476,31,4,48,9,250,170,5,12.5,2250,2237.5,1530,707.5,31.620111731843576,ORD-8475
8477,315,4,5,1,250,170,5,12.5,250,237.5,170,67.5,28.421052631578945,ORD-8476
8478,285,3,21,8,220,150,0,0.0,1760,1760.0,1200,560.0,31.818181818181817,ORD-8477
8479,106,5,27,2,130,90,5,6.5,260,253.5,180,73.5,28.994082840236686,ORD-8478
8480,224,2,41,13,150,100,10,15.0,1950,1935.0,1300,635.0,32.81653746770026,ORD-8479
8481,273,5,1,1,130,90,10,13.0,130,117.0,90,27.0,23.076923076923077,ORD-8480
8482,232,5,51,10,130,90,0,0.0,1300,1300.0,900,400.0,30.76923076923077,ORD-8481
8483,256,5,16,12,130,90,5,6.5,1560,1553.5,1080,473.5,30.47956227872546,ORD-8482
8484,24,1,35,11,120,80,10,12.0,1320,1308.0,880,428.0,32.7217125382263,ORD-8483
8485,109,5,36,10,130,90,0,0.0,1300,1300.0,900,400.0,30.76923076923077,ORD-8484
8486,191,4,44,14,250,170,10,25.0,3500,3475.0,2380,1095.0,31.510791366906478,ORD-8485
8487,347,1,32,14,120,80,0,0.0,1680,1680.0,1120,560.0,33.33333333333333,ORD-8486
8488,25,1,29,8,120,80,0,0.0,960,960.0,640,320.0,33.33333333333333,ORD-8487
8489,187,5,39,11,130,90,10,13.0,1430,1417.0,990,427.0,30.134086097388852,ORD-8488
8490,288,4,47,9,250,170,5,12.5,2250,2237.5,1530,707.5,31.620111731843576,ORD-8489
8491,116,2,23,15,150,100,0,0.0,2250,2250.0,1500,750.0,33.33333333333333,ORD-8490
8492,338,5,15,1,130,90,10,13.0,130,117.0,90,27.0,23.076923076923077,ORD-8491
8493,37,1,26,19,120,80,10,12.0,2280,2268.0,1520,748.0,32.98059964726631,ORD-8492
8494,282,2,37,18,150,100,10,15.0,2700,2685.0,1800,885.0,32.960893854748605,ORD-8493
8495,137,2,25,12,150,100,0,0.0,1800,1800.0,1200,600.0,33.33333333333333,ORD-8494
8496,227,1,55,8,120,80,5,6.0,960,954.0,640,314.0,32.914046121593294,ORD-8495
8497,320,2,2,5,150,100,10,15.0,750,735.0,500,235.0,31.97278911564626,ORD-8496
8498,328,4,12,13,250,170,10,25.0,3250,3225.0,2210,1015.0,31.472868217054263,ORD-8497
8499,182,4,19,17,250,170,0,0.0,4250,4250.0,2890,1360.0,32.0,ORD-8498
8500,362,5,59,1,130,90,5,6.5,130,123.5,90,33.5,27.125506072874494,ORD-8499
8501,86,5,32,2,130,90,0,0.0,260,260.0,180,80.0,30.76923076923077,ORD-8500
8502,53,2,23,7,150,100,5,7.5,1050,1042.5,700,342.5,32.853717026378895,ORD-8501
8503,348,1,5,2,120,80,0,0.0,240,240.0,160,80.0,33.33333333333333,ORD-8502
8504,355,4,55,4,250,170,5,12.5,1000,987.5,680,307.5,31.139240506329113,ORD-8503
8505,235,3,25,13,220,150,10,22.0,2860,2838.0,1950,888.0,31.289640591966172,ORD-8504
8506,267,5,57,14,130,90,0,0.0,1820,1820.0,1260,560.0,30.76923076923077,ORD-8505
8507,287,4,35,3,250,170,5,12.5,750,737.5,510,227.5,30.847457627118647,ORD-8506
8508,100,2,56,9,150,100,10,15.0,1350,1335.0,900,435.0,32.58426966292135,ORD-8507
8509,87,4,29,18,250,170,10,25.0,4500,4475.0,3060,1415.0,31.620111731843576,ORD-8508
8510,15,4,38,16,250,170,5,12.5,4000,3987.5,2720,1267.5,31.786833855799372,ORD-8509
8511,101,2,45,19,150,100,0,0.0,2850,2850.0,1900,950.0,33.33333333333333,ORD-8510
8512,165,5,20,9,130,90,10,13.0,1170,1157.0,810,347.0,29.99135695764909,ORD-8511
8513,29,5,47,19,130,90,5,6.5,2470,2463.5,1710,753.5,30.586563831946417,ORD-8512
8514,114,3,36,6,220,150,0,0.0,1320,1320.0,900,420.0,31.818181818181817,ORD-8513
8515,107,3,52,12,220,150,10,22.0,2640,2618.0,1800,818.0,31.245225362872418,ORD-8514
8516,364,5,7,15,130,90,5,6.5,1950,1943.5,1350,593.5,30.53768973501415,ORD-8515
8517,130,5,22,6,130,90,10,13.0,780,767.0,540,227.0,29.595827900912646,ORD-8516
8518,84,5,18,5,130,90,0,0.0,650,650.0,450,200.0,30.76923076923077,ORD-8517
8519,271,5,53,14,130,90,0,0.0,1820,1820.0,1260,560.0,30.76923076923077,ORD-8518
8520,244,4,21,19,250,170,10,25.0,4750,4725.0,3230,1495.0,31.64021164021164,ORD-8519
8521,214,3,22,18,220,150,0,0.0,3960,3960.0,2700,1260.0,31.818181818181817,ORD-8520
8522,306,2,39,13,150,100,0,0.0,1950,1950.0,1300,650.0,33.33333333333333,ORD-8521
8523,166,1,12,9,120,80,5,6.0,1080,1074.0,720,354.0,32.960893854748605,ORD-8522
8524,279,2,11,7,150,100,10,15.0,1050,1035.0,700,335.0,32.367149758454104,ORD-8523
8525,59,1,56,12,120,80,10,12.0,1440,1428.0,960,468.0,32.773109243697476,ORD-8524
8526,90,4,12,9,250,170,5,12.5,2250,2237.5,1530,707.5,31.620111731843576,ORD-8525
8527,331,3,26,2,220,150,0,0.0,440,440.0,300,140.0,31.818181818181817,ORD-8526
8528,194,1,30,3,120,80,10,12.0,360,348.0,240,108.0,31.03448275862069,ORD-8527
8529,123,5,15,5,130,90,10,13.0,650,637.0,450,187.0,29.356357927786497,ORD-8528
8530,136,4,8,18,250,170,5,12.5,4500,4487.5,3060,1427.5,31.81058495821727,ORD-8529
8531,139,1,43,14,120,80,0,0.0,1680,1680.0,1120,560.0,33.33333333333333,ORD-8530
8532,229,5,53,19,130,90,5,6.5,2470,2463.5,1710,753.5,30.586563831946417,ORD-8531
8533,274,4,18,5,250,170,10,25.0,1250,1225.0,850,375.0,30.612244897959183,ORD-8532
8534,50,1,10,10,120,80,0,0.0,1200,1200.0,800,400.0,33.33333333333333,ORD-8533
8535,118,5,8,16,130,90,0,0.0,2080,2080.0,1440,640.0,30.76923076923077,ORD-8534
8536,202,3,38,1,220,150,5,11.0,220,209.0,150,59.0,28.22966507177033,ORD-8535
8537,191,4,35,4,250,170,0,0.0,1000,1000.0,680,320.0,32.0,ORD-8536
8538,364,1,20,5,120,80,10,12.0,600,588.0,400,188.0,31.97278911564626,ORD-8537
8539,323,5,12,11,130,90,10,13.0,1430,1417.0,990,427.0,30.134086097388852,ORD-8538
8540,181,3,49,14,220,150,10,22.0,3080,3058.0,2100,958.0,31.32766514061478,ORD-8539
8541,78,5,3,11,130,90,0,0.0,1430,1430.0,990,440.0,30.76923076923077,ORD-8540
8542,75,3,20,8,220,150,0,0.0,1760,1760.0,1200,560.0,31.818181818181817,ORD-8541
8543,295,1,50,1,120,80,10,12.0,120,108.0,80,28.0,25.925925925925924,ORD-8542
8544,281,5,12,7,130,90,5,6.5,910,903.5,630,273.5,30.271167681239625,ORD-8543
8545,21,5,54,13,130,90,10,13.0,1690,1677.0,1170,507.0,30.23255813953488,ORD-8544
8546,171,2,24,6,150,100,5,7.5,900,892.5,600,292.5,32.773109243697476,ORD-8545
8547,15,4,16,4,250,170,10,25.0,1000,975.0,680,295.0,30.256410256410255,ORD-8546
8548,211,5,60,12,130,90,5,6.5,1560,1553.5,1080,473.5,30.47956227872546,ORD-8547
8549,48,3,54,5,220,150,5,11.0,1100,1089.0,750,339.0,31.129476584022036,ORD-8548
8550,86,4,10,5,250,170,0,0.0,1250,1250.0,850,400.0,32.0,ORD-8549
8551,149,1,19,17,120,80,5,6.0,2040,2034.0,1360,674.0,33.136676499508354,ORD-8550
8552,188,4,41,6,250,170,0,0.0,1500,1500.0,1020,480.0,32.0,ORD-8551
8553,306,2,14,10,150,100,10,15.0,1500,1485.0,1000,485.0,32.659932659932664,ORD-8552
8554,151,1,52,16,120,80,5,6.0,1920,1914.0,1280,634.0,33.12434691745037,ORD-8553
8555,141,5,14,14,130,90,5,6.5,1820,1813.5,1260,553.5,30.52109181141439,ORD-8554
8556,69,1,22,10,120,80,10,12.0,1200,1188.0,800,388.0,32.659932659932664,ORD-8555
8557,260,1,4,17,120,80,10,12.0,2040,2028.0,1360,668.0,32.938856015779095,ORD-8556
8558,334,2,47,5,150,100,5,7.5,750,742.5,500,242.5,32.659932659932664,ORD-8557
8559,9,3,52,2,220,150,5,11.0,440,429.0,300,129.0,30.069930069930066,ORD-8558
8560,121,1,59,4,120,80,0,0.0,480,480.0,320,160.0,33.33333333333333,ORD-8559
8561,101,3,34,18,220,150,0,0.0,3960,3960.0,2700,1260.0,31.818181818181817,ORD-8560
8562,149,4,58,8,250,170,5,12.5,2000,1987.5,1360,627.5,31.572327044025155,ORD-8561
8563,146,2,18,14,150,100,5,7.5,2100,2092.5,1400,692.5,33.09438470728793,ORD-8562
8564,353,5,34,13,130,90,10,13.0,1690,1677.0,1170,507.0,30.23255813953488,ORD-8563
8565,243,1,18,7,120,80,10,12.0,840,828.0,560,268.0,32.367149758454104,ORD-8564
8566,241,3,40,9,220,150,0,0.0,1980,1980.0,1350,630.0,31.818181818181817,ORD-8565
8567,337,1,31,4,120,80,0,0.0,480,480.0,320,160.0,33.33333333333333,ORD-8566
8568,43,2,42,5,150,100,10,15.0,750,735.0,500,235.0,31.97278911564626,ORD-8567
8569,95,5,20,15,130,90,10,13.0,1950,1937.0,1350,587.0,30.304594734124933,ORD-8568
8570,226,4,36,9,250,170,10,25.0,2250,2225.0,1530,695.0,31.235955056179776,ORD-8569
8571,6,4,42,18,250,170,10,25.0,4500,4475.0,3060,1415.0,31.620111731843576,ORD-8570
8572,214,3,10,14,220,150,10,22.0,3080,3058.0,2100,958.0,31.32766514061478,ORD-8571
8573,206,4,59,15,250,170,10,25.0,3750,3725.0,2550,1175.0,31.543624161073826,ORD-8572
8574,67,3,3,1,220,150,0,0.0,220,220.0,150,70.0,31.818181818181817,ORD-8573
8575,100,5,21,19,130,90,10,13.0,2470,2457.0,1710,747.0,30.4029304029304,ORD-8574
8576,12,1,36,1,120,80,5,6.0,120,114.0,80,34.0,29.82456140350877,ORD-8575
8577,237,2,55,6,150,100,5,7.5,900,892.5,600,292.5,32.773109243697476,ORD-8576
8578,322,5,10,8,130,90,5,6.5,1040,1033.5,720,313.5,30.333817126269956,ORD-8577
8579,258,5,7,4,130,90,5,6.5,520,513.5,360,153.5,29.892891918208374,ORD-8578
8580,337,4,22,16,250,170,0,0.0,4000,4000.0,2720,1280.0,32.0,ORD-8579
8581,135,4,23,11,250,170,5,12.5,2750,2737.5,1870,867.5,31.689497716894977,ORD-8580
8582,222,2,12,4,150,100,0,0.0,600,600.0,400,200.0,33.33333333333333,ORD-8581
8583,156,1,39,11,120,80,5,6.0,1320,1314.0,880,434.0,33.02891933028919,ORD-8582
8584,142,5,13,10,130,90,10,13.0,1300,1287.0,900,387.0,30.069930069930066,ORD-8583
8585,158,4,40,17,250,170,10,25.0,4250,4225.0,2890,1335.0,31.59763313609468,ORD-8584
8586,326,5,59,9,130,90,10,13.0,1170,1157.0,810,347.0,29.99135695764909,ORD-8585
8587,344,1,13,10,120,80,10,12.0,1200,1188.0,800,388.0,32.659932659932664,ORD-8586
8588,262,3,33,8,220,150,0,0.0,1760,1760.0,1200,560.0,31.818181818181817,ORD-8587
8589,283,1,31,14,120,80,10,12.0,1680,1668.0,1120,548.0,32.853717026378895,ORD-8588
8590,338,5,48,13,130,90,10,13.0,1690,1677.0,1170,507.0,30.23255813953488,ORD-8589
8591,344,5,51,3,130,90,0,0.0,390,390.0,270,120.0,30.76923076923077,ORD-8590
8592,229,2,28,14,150,100,5,7.5,2100,2092.5,1400,692.5,33.09438470728793,ORD-8591
8593,280,5,19,14,130,90,0,0.0,1820,1820.0,1260,560.0,30.76923076923077,ORD-8592
8594,358,4,21,3,250,170,5,12.5,750,737.5,510,227.5,30.847457627118647,ORD-8593
8595,290,2,32,16,150,100,10,15.0,2400,2385.0,1600,785.0,32.914046121593294,ORD-8594
8596,168,5,26,10,130,90,0,0.0,1300,1300.0,900,400.0,30.76923076923077,ORD-8595
8597,47,1,13,4,120,80,5,6.0,480,474.0,320,154.0,32.48945147679325,ORD-8596
8598,203,5,29,18,130,90,0,0.0,2340,2340.0,1620,720.0,30.76923076923077,ORD-8597
8599,214,1,7,4,120,80,5,6.0,480,474.0,320,154.0,32.48945147679325,ORD-8598
8600,246,1,47,2,120,80,10,12.0,240,228.0,160,68.0,29.82456140350877,ORD-8599
8601,24,5,26,11,130,90,10,13.0,1430,1417.0,990,427.0,30.134086097388852,ORD-8600
8602,321,1,6,15,120,80,10,12.0,1800,1788.0,1200,588.0,32.88590604026846,ORD-8601
8603,274,3,32,11,220,150,5,11.0,2420,2409.0,1650,759.0,31.506849315068493,ORD-8602
8604,44,2,36,6,150,100,10,15.0,900,885.0,600,285.0,32.20338983050847,ORD-8603
8605,332,5,54,18,130,90,0,0.0,2340,2340.0,1620,720.0,30.76923076923077,ORD-8604
8606,313,3,23,18,220,150,5,11.0,3960,3949.0,2700,1249.0,31.62826031906812,ORD-8605
8607,363,1,52,1,120,80,0,0.0,120,120.0,80,40.0,33.33333333333333,ORD-8606
8608,156,1,11,13,120,80,5,6.0,1560,1554.0,1040,514.0,33.07593307593308,ORD-8607
8609,199,2,56,1,150,100,5,7.5,150,142.5,100,42.5,29.82456140350877,ORD-8608
8610,162,3,21,13,220,150,0,0.0,2860,2860.0,1950,910.0,31.818181818181817,ORD-8609
8611,234,3,19,5,220,150,10,22.0,1100,1078.0,750,328.0,30.426716141001855,ORD-8610
8612,163,5,34,17,130,90,0,0.0,2210,2210.0,1530,680.0,30.76923076923077,ORD-8611
8613,116,1,49,16,120,80,10,12.0,1920,1908.0,1280,628.0,32.914046121593294,ORD-8612
8614,93,4,47,18,250,170,0,0.0,4500,4500.0,3060,1440.0,32.0,ORD-8613
8615,42,5,52,10,130,90,5,6.5,1300,1293.5,900,393.5,30.421337456513335,ORD-8614
8616,284,5,50,17,130,90,0,0.0,2210,2210.0,1530,680.0,30.76923076923077,ORD-8615
8617,210,5,44,7,130,90,0,0.0,910,910.0,630,280.0,30.76923076923077,ORD-8616
8618,206,2,35,15,150,100,5,7.5,2250,2242.5,1500,742.5,33.11036789297659,ORD-8617
8619,220,2,49,19,150,100,10,15.0,2850,2835.0,1900,935.0,32.98059964726631,ORD-8618
8620,280,5,31,9,130,90,10,13.0,1170,1157.0,810,347.0,29.99135695764909,ORD-8619
8621,136,4,46,5,250,170,5,12.5,1250,1237.5,850,387.5,31.313131313131315,ORD-8620
8622,106,3,29,10,220,150,10,22.0,2200,2178.0,1500,678.0,31.129476584022036,ORD-8621
8623,118,3,6,13,220,150,10,22.0,2860,2838.0,1950,888.0,31.289640591966172,ORD-8622
8624,237,1,36,1,120,80,10,12.0,120,108.0,80,28.0,25.925925925925924,ORD-8623
8625,309,3,53,6,220,150,5,11.0,1320,1309.0,900,409.0,31.245225362872418,ORD-8624
8626,100,3,31,3,220,150,5,11.0,660,649.0,450,199.0,30.662557781201848,ORD-8625
8627,261,4,32,17,250,170,0,0.0,4250,4250.0,2890,1360.0,32.0,ORD-8626
8628,305,3,40,12,220,150,0,0.0,2640,2640.0,1800,840.0,31.818181818181817,ORD-8627
8629,354,4,59,11,250,170,0,0.0,2750,2750.0,1870,880.0,32.0,ORD-8628
8630,286,2,20,8,150,100,10,15.0,1200,1185.0,800,385.0,32.48945147679325,ORD-8629
8631,328,4,22,12,250,170,0,0.0,3000,3000.0,2040,960.0,32.0,ORD-8630
8632,103,2,3,11,150,100,10,15.0,1650,1635.0,1100,535.0,32.7217125382263,ORD-8631
8633,63,4,8,5,250,170,10,25.0,1250,1225.0,850,375.0,30.612244897959183,ORD-8632
8634,175,5,45,8,130,90,10,13.0,1040,1027.0,720,307.0,29.892891918208374,ORD-8633
8635,282,2,19,12,150,100,0,0.0,1800,1800.0,1200,600.0,33.33333333333333,ORD-8634
8636,293,2,31,6,150,100,0,0.0,900,900.0,600,300.0,33.33333333333333,ORD-8635
8637,226,3,32,9,220,150,0,0.0,1980,1980.0,1350,630.0,31.818181818181817,ORD-8636
8638,7,2,15,17,150,100,10,15.0,2550,2535.0,1700,835.0,32.938856015779095,ORD-8637
8639,127,4,55,2,250,170,10,25.0,500,475.0,340,135.0,28.421052631578945,ORD-8638
8640,92,5,39,1,130,90,5,6.5,130,123.5,90,33.5,27.125506072874494,ORD-8639
8641,190,5,31,18,130,90,5,6.5,2340,2333.5,1620,713.5,30.576387400899936,ORD-8640
8642,359,3,3,3,220,150,10,22.0,660,638.0,450,188.0,29.46708463949843,ORD-8641
8643,53,4,51,14,250,170,5,12.5,3500,3487.5,2380,1107.5,31.756272401433694,ORD-8642
8644,242,4,58,13,250,170,10,25.0,3250,3225.0,2210,1015.0,31.472868217054263,ORD-8643
8645,132,1,32,2,120,80,5,6.0,240,234.0,160,74.0,31.62393162393162,ORD-8644
8646,364,2,10,4,150,100,10,15.0,600,585.0,400,185.0,31.62393162393162,ORD-8645
8647,112,3,28,15,220,150,5,11.0,3300,3289.0,2250,1039.0,31.590148981453332,ORD-8646
8648,7,5,27,5,130,90,10,13.0,650,637.0,450,187.0,29.356357927786497,ORD-8647
8649,230,1,48,10,120,80,0,0.0,1200,1200.0,800,400.0,33.33333333333333,ORD-8648
8650,156,4,46,9,250,170,5,12.5,2250,2237.5,1530,707.5,31.620111731843576,ORD-8649
8651,197,2,40,18,150,100,10,15.0,2700,2685.0,1800,885.0,32.960893854748605,ORD-8650
8652,323,5,43,3,130,90,0,0.0,390,390.0,270,120.0,30.76923076923077,ORD-8651
8653,364,1,31,14,120,80,10,12.0,1680,1668.0,1120,548.0,32.853717026378895,ORD-8652
